,JNJ,Date,NVO,WMT,JPM,XOM,UNH,V,TSM,LLY,HSBC,META,TSLA,NVDA,AMZN,GOOGL,GOOG,MSFT,AAPL
167,1.1876346,2018-08-30,0.3997468,0.84557277,1.2750523,0.81636506,2.3138206,1.293696,0.40446448,1.4491088,0.48021588,1.8220855,0.7198411,0.38857195,1.1139226,0.6588645,0.4979925,1.0139968,0.51129836
168,1.1873989,2018-08-31,0.3995022,0.84585,1.2743701,0.81491226,2.313466,1.2911323,0.40458176,1.4492248,0.48170495,1.8220855,0.7193515,0.38860857,1.113795,0.65869665,0.49271148,1.0138384,0.5109796
169,1.1875162,2018-09-04,0.39913726,0.8458322,1.2743456,0.8136845,2.3128722,1.292807,0.40425918,1.4493582,0.48167118,1.8220855,0.71950126,0.38863695,1.1138699,0.66149634,0.4961339,1.0138189,0.5098266
170,1.186792,2018-09-05,0.3992331,0.84584576,1.2741959,0.8132152,2.3128881,1.2918991,0.4044733,1.4479408,0.48051694,1.8220855,0.71933347,0.3886256,1.1147579,0.6606589,0.50234634,1.0136381,0.50976247
171,1.1872702,2018-09-06,0.39907897,0.84589964,1.2739308,0.8117025,2.3128867,1.2929571,0.4046677,1.445699,0.48140034,1.8220855,0.71872795,0.38856483,1.1152453,0.6601502,0.5052136,1.0135596,0.51017016
172,1.1872797,2018-09-07,0.39927757,0.8459652,1.2739425,0.80965185,2.3121939,1.2922432,0.40435776,1.4461286,0.48123762,1.8220855,0.71803063,0.38847536,1.1147357,0.6597897,0.49783704,1.0137097,0.50894415
173,1.1870456,2018-09-10,0.3993843,0.8458069,1.2723508,0.80747026,2.3114436,1.2926942,0.4041871,1.4477596,0.480696,1.8220855,0.7169036,0.388437,1.1159792,0.6577677,0.5056033,1.0139596,0.5087599
174,1.1866627,2018-09-11,0.39951333,0.84581274,1.2733029,0.80583537,2.310748,1.2923892,0.404176,1.4480845,0.48071834,1.8220855,0.7159235,0.38845795,1.113547,0.6557952,0.498726,1.0146455,0.5061508
175,1.1865766,2018-09-12,0.39947718,0.845674,1.2734448,0.80433697,2.310276,1.2930835,0.40403238,1.4449439,0.48094678,1.8220855,0.71495056,0.38848418,1.1150526,0.6555849,0.50982994,1.0135683,0.5070063
176,1.1874666,2018-09-13,0.39948568,0.8462706,1.2728477,0.8030741,2.309106,1.2919407,0.4034496,1.4461159,0.4799994,1.8220855,0.71301425,0.3886034,1.1149216,0.6559635,0.5018735,1.0135925,0.5040898
177,1.1870153,2018-09-14,0.39992252,0.8465212,1.2731396,0.8013901,2.3080316,1.2927098,0.40448913,1.442581,0.4805357,1.8220855,0.7125033,0.38853702,1.1157306,0.6571433,0.5029019,1.0138196,0.5052892
178,1.1869752,2018-09-17,0.40012345,0.84699357,1.2731253,0.7995717,2.3077419,1.2917905,0.403733,1.4416591,0.47952953,1.8220855,0.7104428,0.38876668,1.1128086,0.65561736,0.4973771,1.0137727,0.50419885
179,1.1873796,2018-09-18,0.40023524,0.8476504,1.2708834,0.79662937,2.3077514,1.2929097,0.4043026,1.4399514,0.4794812,1.8220855,0.70994335,0.3890634,1.1138172,0.6545274,0.49417377,1.0143485,0.5037106
180,1.1870241,2018-09-19,0.40029112,0.8485201,1.2710418,0.7966377,2.3075502,1.2878178,0.40401757,1.4387946,0.48015177,1.8220855,0.70985425,0.3892796,1.106811,0.65098244,0.46583778,1.01378,0.5015869
181,1.1871678,2018-09-20,0.40007362,0.8486778,1.2717048,0.7923892,2.3066456,1.2919225,0.4042371,1.4337273,0.48043567,1.8220855,0.7097647,0.3893322,1.1157905,0.65331894,0.4718961,1.0138355,0.50422615
182,1.1869373,2018-09-21,0.3998779,0.8487295,1.2697215,0.7901393,2.3059797,1.2895955,0.40341958,1.4303446,0.48017043,1.8220855,0.70838344,0.3894043,1.1098447,0.65178734,0.47114307,1.0135909,0.50388056
183,1.187331,2018-09-24,0.39988488,0.84819144,1.2735226,0.78893346,2.3044636,1.2919588,0.4042646,1.4358245,0.48044014,1.8220855,0.7057866,0.3893676,1.1160803,0.6544233,0.48157394,1.0136788,0.50528383
184,1.1868577,2018-09-25,0.40006372,0.84760374,1.2718403,0.78658664,2.3042064,1.2909001,0.40455803,1.4350005,0.4802361,1.8220855,0.7019643,0.389396,1.112688,0.6569463,0.47995305,1.0135334,0.50485
185,1.1873152,2018-09-26,0.4002261,0.8465713,1.2731442,0.78585505,2.303956,1.2912927,0.4045051,1.4384402,0.4804945,1.8220855,0.7003196,0.3894094,1.1146151,0.6558968,0.48483706,1.0136893,0.50643414
186,1.1876197,2018-09-27,0.40025717,0.8466459,1.2712073,0.7828778,2.3034663,1.2902223,0.40444946,1.4416602,0.48036724,1.8220855,0.7008857,0.38941035,1.1123034,0.65275365,0.4780395,1.0132272,0.50400317
187,1.1877419,2018-09-28,0.400383,0.84671456,1.2731503,0.780863,2.3028493,1.2923573,0.40442145,1.4421186,0.4807629,1.8220855,0.7026789,0.38933676,1.113815,0.65678585,0.4897083,1.0132743,0.50546074
188,1.1873919,2018-10-01,0.400487,0.84677947,1.2734241,0.7790191,2.3024118,1.29195,0.40484414,1.4452462,0.48105508,1.8220855,0.7026451,0.38930568,1.1142228,0.6573461,0.49446347,1.013459,0.50723547
189,1.1873128,2018-10-02,0.40052137,0.84768564,1.2752663,0.77722096,2.3015857,1.292492,0.40498903,1.4467441,0.48091155,1.8220855,0.70368767,0.38926896,1.1154888,0.6572725,0.49836582,1.0134743,0.50853944
190,1.1876222,2018-10-03,0.40062067,0.8483557,1.2737246,0.77593267,2.3012192,1.2924209,0.40501744,1.4472477,0.48135638,1.8220855,0.7041796,0.38928127,1.113869,0.660325,0.4960389,1.0135115,0.5085332
191,1.1869123,2018-10-04,0.40050563,0.84807414,1.2738566,0.77517426,2.3005707,1.2924896,0.40439948,1.444156,0.48124653,1.8220855,0.70450515,0.38925484,1.1143012,0.65954083,0.4956144,1.0132087,0.5069626
192,1.1875516,2018-10-05,0.40054595,0.84798855,1.2743691,0.7725828,2.3000605,1.292797,0.40491208,1.4476366,0.48091036,1.8220855,0.7050123,0.38905448,1.1159757,0.65910494,0.5052456,1.0135463,0.50846666
193,1.1863617,2018-10-08,0.40061653,0.84836066,1.2741866,0.77130836,2.3001344,1.2920513,0.40507728,1.4493117,0.48181945,1.8220855,0.7052691,0.38908958,1.1147122,0.6556052,0.5025479,1.0137854,0.5089234
194,1.1866264,2018-10-09,0.40053838,0.84854263,1.2761549,0.77109087,2.3003805,1.2917688,0.40498966,1.4463748,0.48138908,1.8220855,0.70560145,0.38918102,1.1140655,0.65475297,0.5004498,1.0135219,0.5086493
195,1.1877702,2018-10-10,0.40057093,0.8486502,1.2746629,0.7693539,2.3001742,1.2926369,0.4049989,1.4474826,0.48121586,1.8220855,0.7068845,0.3891832,1.1147548,0.65633774,0.5023975,1.0139415,0.50881577
196,1.1868733,2018-10-11,0.4006234,0.8486145,1.2750068,0.7683163,2.301397,1.2927735,0.40471116,1.4481243,0.48061976,1.8220855,0.70643747,0.38913137,1.1140143,0.65587336,0.49964607,1.0140526,0.50816065
197,1.1867292,2018-10-12,0.400535,0.8483173,1.2740487,0.7685391,2.3010933,1.291913,0.4045527,1.444602,0.48132363,1.8220855,0.70596147,0.38909575,1.1113093,0.6534637,0.49587327,1.0140421,0.50875634
198,1.1873673,2018-10-15,0.4005671,0.8483001,1.2751526,0.7694573,2.2996113,1.2927833,0.40482736,1.4386123,0.48133314,1.8220855,0.7057512,0.38915986,1.1137145,0.6546209,0.49594915,1.0145229,0.5085185
199,1.1876166,2018-10-16,0.4005716,0.8480177,1.2755245,0.7698592,2.2987037,1.2918785,0.4051733,1.4403658,0.481392,1.8220855,0.7062691,0.38923565,1.1123121,0.65414494,0.4947446,1.0140631,0.50878495
200,1.1879039,2018-10-17,0.40060306,0.8480891,1.275084,0.7706007,2.297227,1.2921517,0.4050105,1.4473593,0.4811818,1.8220855,0.7078224,0.3892865,1.1148055,0.65322953,0.49944246,1.0136633,0.50955385
201,1.1870989,2018-10-18,0.40064952,0.848177,1.275124,0.77311146,2.2970831,1.2932276,0.40513596,1.4521223,0.4818571,1.8220855,0.7093118,0.38917547,1.1164966,0.6553469,0.5041188,1.0143148,0.5103408
202,1.1876626,2018-10-19,0.4006744,0.8483664,1.2747655,0.77486235,2.2973773,1.2920923,0.4049759,1.4521345,0.48197746,1.8220855,0.7091048,0.3891116,1.107406,0.6589597,0.49995577,1.014562,0.5097108
203,1.1875675,2018-10-22,0.4006516,0.84853023,1.2753694,0.77714604,2.2973983,1.2908818,0.405087,1.4525574,0.48153907,1.8220855,0.709235,0.38927862,1.1123381,0.65920496,0.48323822,1.0148646,0.50676614
204,1.1871601,2018-10-23,0.40058184,0.8488595,1.2752416,0.77674234,2.2972841,1.2878888,0.40512198,1.4533838,0.48148558,1.8220855,0.71024173,0.38948935,1.1086999,0.6592872,0.48220837,1.0143759,0.50587827
205,1.1873316,2018-10-24,0.4003333,0.8490168,1.2743745,0.7778289,2.2967188,1.2904605,0.4051862,1.4543598,0.48119006,1.8220855,0.7115801,0.38942674,1.1113816,0.6610768,0.48634568,1.0141258,0.506088
206,1.1873387,2018-10-25,0.40026706,0.8482721,1.2751145,0.7798832,2.296754,1.2914314,0.40522408,1.454397,0.48155153,1.8220855,0.7114901,0.38929474,1.1136091,0.65750885,0.4890114,1.0138432,0.5093898
207,1.1868682,2018-10-26,0.40025657,0.8486091,1.2749798,0.78107935,2.2971635,1.291355,0.40518963,1.4551113,0.4810166,1.8220855,0.7121334,0.3892175,1.1149758,0.6517631,0.49159688,1.014083,0.51052225
208,1.187493,2018-10-29,0.40033263,0.8492044,1.275215,0.7826224,2.2973964,1.2918576,0.40528154,1.4557725,0.48080108,1.8220855,0.7102966,0.38911217,1.111782,0.6520496,0.49296302,1.0138316,0.51082706
209,1.1873776,2018-10-30,0.4002396,0.84958005,1.2749656,0.7849635,2.2974167,1.2913393,0.40486637,1.4564917,0.48118526,1.8220855,0.70905244,0.38896278,1.1143687,0.6568655,0.49490705,1.0136862,0.5111066
210,1.18724,2018-10-31,0.40034914,0.84973407,1.2752086,0.7875343,2.2973883,1.2919335,0.40497258,1.4572048,0.48116904,1.8220855,0.7095654,0.3888499,1.1138529,0.659653,0.4987853,1.0134678,0.5103451
211,1.1873282,2018-11-01,0.39936736,0.8498757,1.2751049,0.79136866,2.2977653,1.2921947,0.4052533,1.4573972,0.48122308,1.8220855,0.71145594,0.38883176,1.1144675,0.66272736,0.49897847,1.013403,0.5105297
212,1.1873862,2018-11-02,0.3994581,0.8495266,1.2747121,0.79318845,2.2989435,1.2915902,0.4052227,1.4572625,0.48148152,1.8220855,0.7129926,0.38893232,1.1136938,0.65809107,0.50294167,1.0134088,0.5108626
213,1.187222,2018-11-05,0.39946765,0.84990126,1.2744573,0.79518265,2.300029,1.2917336,0.4047556,1.4572352,0.480756,1.8220855,0.7139911,0.38901198,1.1124027,0.656165,0.49433193,1.0135043,0.51058984
214,1.1871753,2018-11-06,0.39964172,0.84972703,1.2736664,0.7978788,2.300607,1.2922449,0.40476072,1.4570154,0.4810008,1.8220855,0.7130333,0.38900465,1.1131929,0.6539693,0.49574304,1.0131369,0.51087743
215,1.1870288,2018-11-07,0.39995188,0.84896106,1.274807,0.7989782,2.3017359,1.2925718,0.40499935,1.457173,0.48063338,1.8220855,0.7112327,0.38902035,1.115228,0.6555388,0.4942058,1.013516,0.5110979
216,1.1874679,2018-11-08,0.39978373,0.8480572,1.2740083,0.7997915,2.3018854,1.2915821,0.40469527,1.4576166,0.48017567,1.8220855,0.70997256,0.38912806,1.1092383,0.6551654,0.46989805,1.0136931,0.5111553
217,1.1876017,2018-11-09,0.3998354,0.84870094,1.2749764,0.79982764,2.3022017,1.2925856,0.40479964,1.4579146,0.48062375,1.8220855,0.7099748,0.3893396,1.1132874,0.6646772,0.47417444,1.0133594,0.511612
218,1.1876401,2018-11-12,0.3999919,0.85049987,1.274604,0.8021196,2.3030722,1.2928091,0.40451607,1.4587333,0.48082748,1.8220855,0.7108555,0.38959512,1.1126187,0.66889757,0.4749786,1.0132918,0.51184523
219,1.1876715,2018-11-13,0.40012196,0.8496689,1.2746356,0.8042051,2.3035653,1.2924035,0.40471435,1.459179,0.4807835,1.8220855,0.71411693,0.3895367,1.1128682,0.6686437,0.48322046,1.0132277,0.51083934
220,1.1868747,2018-11-14,0.4002929,0.84956086,1.2751057,0.8070093,2.3042934,1.2917622,0.40498537,1.456856,0.48053637,1.8220855,0.71580017,0.38940096,1.1135509,0.66543454,0.47753525,1.0129889,0.510837
221,1.187172,2018-11-15,0.40029073,0.8493715,1.2746127,0.81010294,2.3048446,1.2929641,0.4049648,1.4565388,0.48044363,1.8220855,0.7160015,0.3892917,1.1147673,0.6678269,0.48466277,1.0129406,0.5109924
222,1.187479,2018-11-16,0.40030095,0.84903044,1.2746851,0.8152661,2.3059196,1.2929476,0.40488395,1.4555658,0.47993737,1.8220855,0.7162181,0.38917163,1.1131452,0.6673908,0.48431236,1.0128978,0.5111473
223,1.187544,2018-11-19,0.40032652,0.8486086,1.2749234,0.81786114,2.3069708,1.2934654,0.40511632,1.4555533,0.48041528,1.8220855,0.71630317,0.3889076,1.1136801,0.67083156,0.49481001,1.0128053,0.5113691
224,1.1873064,2018-11-20,0.40040997,0.8483204,1.275973,0.8213109,2.3083723,1.2932507,0.40500823,1.4536545,0.4809169,1.8220855,0.7161034,0.38873085,1.114845,0.67417943,0.4999499,1.0129322,0.5116731
225,1.187094,2018-11-21,0.40041447,0.84848356,1.2747754,0.82555026,2.3096235,1.2927151,0.40480024,1.4532444,0.48112032,1.8220855,0.71647894,0.38857073,1.1140032,0.67458713,0.49046618,1.0127426,0.51188797
226,1.1874398,2018-11-23,0.4004572,0.8484682,1.2747132,0.82953966,2.3108118,1.2934505,0.40497717,1.4532319,0.4808027,1.8220855,0.7167524,0.38840067,1.1168244,0.6748096,0.4993959,1.0130043,0.51209426
227,1.1872879,2018-11-26,0.40040854,0.84836376,1.2745836,0.83418334,2.3124256,1.292666,0.4048445,1.4532833,0.48056203,1.8220855,0.7166472,0.38822693,1.1133165,0.6703727,0.48606956,1.0129923,0.51189
228,1.1871291,2018-11-27,0.40030646,0.8480052,1.274546,0.8379279,2.3132777,1.2928764,0.4049052,1.4531387,0.48037788,1.8220855,0.71594083,0.38802168,1.1144047,0.6676327,0.4643187,1.0131552,0.5121199
229,1.1869622,2018-11-28,0.4002237,0.84762883,1.2750279,0.8416216,2.314337,1.293382,0.40501997,1.448158,0.48042697,1.8220855,0.7152097,0.38810083,1.1157918,0.6636155,0.45092535,1.0136111,0.5122231
230,1.1876714,2018-11-29,0.40003604,0.84789973,1.274383,0.84494025,2.3147454,1.2889706,0.40503597,1.449549,0.47998744,1.8220855,0.7164904,0.38832095,1.1102263,0.66671205,0.44534805,1.0133749,0.51141083
231,1.1874179,2018-11-30,0.39997104,0.84794074,1.2742082,0.8493081,2.315871,1.2926484,0.4047303,1.4488584,0.47962752,1.8220855,0.7184187,0.38854513,1.1094459,0.670588,0.44778496,1.0131133,0.5094338
232,1.187303,2018-12-03,0.3999689,0.8475885,1.2745738,0.85109854,2.3165054,1.2910497,0.40474746,1.4511195,0.4791037,1.8220855,0.720608,0.38870755,1.1122433,0.6737226,0.45369968,1.0127851,0.50837
233,1.1871945,2018-12-04,0.40010813,0.8478109,1.2739401,0.85552174,2.3154564,1.29227,0.4049751,1.449309,0.47950283,1.8220855,0.724399,0.3888156,1.1113098,0.6762421,0.45920223,1.0127178,0.50670123
234,1.1873667,2018-12-06,0.4001441,0.84774697,1.2747566,0.8581023,2.3178651,1.292699,0.4047142,1.4452672,0.47933576,1.8220855,0.7247908,0.38899612,1.1152917,0.67752075,0.46543783,1.0131189,0.50820124
235,1.1873213,2018-12-07,0.4002686,0.8471207,1.2732786,0.8625963,2.3189912,1.2927914,0.40463513,1.4453582,0.47934985,1.8220855,0.7263519,0.38921824,1.1126838,0.6745477,0.4598367,1.0128897,0.5066525
236,1.1872776,2018-12-10,0.40030724,0.84647495,1.2744004,0.8668343,2.3205817,1.2929914,0.40450242,1.4459631,0.4796786,1.8220855,0.7264159,0.389229,1.1130139,0.67483324,0.4691711,1.0131786,0.50804025
237,1.1871351,2018-12-11,0.4000129,0.8461532,1.2741696,0.8699146,2.3215766,1.292814,0.40512827,1.4431494,0.48026714,1.8220855,0.72702736,0.38927978,1.112245,0.67275184,0.46322435,1.0132161,0.50682026
238,1.1873012,2018-12-12,0.3999101,0.84630597,1.2745069,0.8745231,2.3221521,1.2915561,0.40472883,1.4420793,0.48080307,1.8220855,0.72717196,0.38935217,1.1056515,0.6732857,0.4589543,1.0129343,0.504092
239,1.1873134,2018-12-13,0.3998518,0.8466336,1.2749346,0.87915266,2.3228943,1.2930425,0.40458348,1.4455727,0.48029867,1.8220855,0.7281051,0.38954297,1.1145642,0.67799497,0.46772882,1.0133339,0.50445753
240,1.1870865,2018-12-14,0.39972433,0.8466584,1.2765124,0.8834672,2.3250513,1.2922363,0.40490562,1.441058,0.48070738,1.8220855,0.7297574,0.3897146,1.1110078,0.6811695,0.47536513,1.0128995,0.5046931
241,1.1872678,2018-12-17,0.39993244,0.84687215,1.2759802,0.8883982,2.3264606,1.2929683,0.40499532,1.4414895,0.48097402,1.8220855,0.72963303,0.39001322,1.114386,0.6820572,0.47557917,1.0132141,0.5050859
242,1.1866456,2018-12-18,0.39998913,0.8468549,1.2754365,0.89230126,2.3268204,1.2927724,0.4047716,1.4415134,0.4815259,1.8220855,0.72984695,0.39022195,1.1086544,0.6794278,0.44643858,1.0143799,0.50272024
243,1.1862046,2018-12-19,0.40009013,0.8461223,1.2744926,0.8989807,2.3282225,1.2922038,0.40497196,1.4387261,0.48032743,1.8220855,0.7293888,0.3903109,1.1131136,0.6785766,0.47760272,1.0134138,0.50571615
244,1.1863649,2018-12-20,0.40017644,0.8459147,1.2744972,0.907317,2.3280406,1.29295,0.40467396,1.4386288,0.48111412,1.8220855,0.727599,0.3903941,1.1146369,0.67828983,0.48378813,1.0132558,0.5063076
245,1.1869186,2018-12-21,0.40000182,0.8454393,1.2737182,0.91481256,2.3290832,1.292551,0.40490955,1.4412261,0.48073173,1.8220855,0.7243855,0.39051825,1.111945,0.67939734,0.47786927,1.0129377,0.50563306
246,1.1871325,2018-12-24,0.40001622,0.8449449,1.2737937,0.9221935,2.3289719,1.2930921,0.40495712,1.4433972,0.48105875,1.8220855,0.7207438,0.39051905,1.114677,0.68407595,0.48762682,1.0128859,0.50701696
247,1.1871017,2018-12-26,0.39986476,0.8448723,1.2725136,0.92891145,2.3309314,1.2927841,0.40455586,1.4450794,0.48084977,1.8220855,0.719267,0.39062235,1.111705,0.68561065,0.48361406,1.0127091,0.5075929
248,1.1875563,2018-12-27,0.39968428,0.8454119,1.2739909,0.93488824,2.3322604,1.2931671,0.4050263,1.4459034,0.4809903,1.8220855,0.7249334,0.39054242,1.1131116,0.6793554,0.4851897,1.0128274,0.50807947
249,1.1873142,2018-12-28,0.39994144,0.84591854,1.27433,0.94254816,2.3333335,1.2922907,0.40441176,1.4464236,0.48052192,1.8220855,0.72197956,0.3904012,1.1098139,0.67975336,0.48560488,1.0127647,0.50864464
250,1.1867512,2018-12-31,0.39977813,0.84532243,1.2750236,0.9500007,2.334056,1.2926562,0.4048208,1.4479631,0.48066533,1.8220855,0.7208665,0.39038476,1.1110675,0.67922455,0.48372367,1.0130699,0.50903887
